mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.853824297587076,0.05037341887846483,0.01902016003926595,0.022996775055066896,1.0,5,4,2,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 1.0}",,,,,,1
8.664293686548868,1.0325635127295407,0.0013339519500732422,0.0004710338225741826,0.6,10,4,5,1.0,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 1.0}",,,,,,1
